Date,Open,High,Low,Close,Adj Close,Volume
3/30/2020,10451.97754,11087.57031,10346.04492,11087.57031,11087.57031,539835
3/31/2020,10805.08496,11052.25977,10346.04492,10346.04492,10346.04492,885467
4/1/2020,9887.005859,10734.46289,9887.005859,10734.46289,10734.46289,19635502
4/3/2020,10487.28809,10734.46289,10063.55957,10734.46289,10734.46289,3487990
4/6/2020,10734.46289,10946.32813,10381.35547,10946.32813,10946.32813,6146999
4/7/2020,10593.2207,10946.32813,10593.2207,10946.32813,10946.32813,3062907
4/8/2020,10451.97754,10911.0166,10451.97754,10734.46289,10734.46289,5031699
4/9/2020,10734.46289,10805.08496,10628.53125,10734.46289,10734.46289,367735
4/10/2020,10628.53125,10699.15234,10346.04492,10699.15234,10699.15234,707631
4/13/2020,10699.15234,10734.46289,10487.28809,10734.46289,10734.46289,228131
4/14/2020,10734.46289,10840.39551,10557.90918,10699.15234,10699.15234,5066858
4/15/2020,10699.15234,10734.46289,10522.59863,10699.15234,10699.15234,14615923
4/16/2020,10593.2207,10734.46289,10557.90918,10699.15234,10699.15234,8779837
4/17/2020,10734.46289,11016.94922,10593.2207,10734.46289,10734.46289,1238773
4/20/2020,10805.08496,10946.32813,10663.8418,10734.46289,10734.46289,9819407
4/21/2020,10734.46289,10805.08496,10487.28809,10699.15234,10699.15234,352286
4/22/2020,10557.90918,11016.94922,10557.90918,10875.70605,10875.70605,3562698
4/23/2020,11016.94922,11087.57031,10805.08496,10805.08496,10805.08496,313813
4/24/2020,10699.15234,10875.70605,10699.15234,10805.08496,10805.08496,9857795
4/27/2020,10663.8418,10805.08496,10487.28809,10663.8418,10663.8418,34307527
4/28/2020,10593.2207,10699.15234,10487.28809,10699.15234,10699.15234,12382820
4/29/2020,10522.59863,10699.15234,10522.59863,10593.2207,10593.2207,10731665
5/4/2020,10451.97754,10663.8418,10451.97754,10628.53125,10628.53125,13371213
5/5/2020,10628.53125,10628.53125,10381.35547,10593.2207,10593.2207,10748586
5/6/2020,10593.2207,10593.2207,10451.97754,10593.2207,10593.2207,4706203
5/7/2020,10699.15234,10699.15234,10487.28809,10663.8418,10663.8418,2876915
5/8/2020,10628.53125,10981.63867,10628.53125,10769.77441,10769.77441,2057532
5/11/2020,10769.77441,10946.32813,10699.15234,10875.70605,10875.70605,263531
5/12/2020,10840.39551,10911.0166,10593.2207,10769.77441,10769.77441,296524
5/13/2020,10769.77441,10805.08496,10028.24902,10769.77441,10769.77441,709033
5/14/2020,10628.53125,10911.0166,10628.53125,10840.39551,10840.39551,1118073
5/15/2020,10805.08496,11016.94922,10769.77441,10946.32813,10946.32813,618593
5/18/2020,10875.70605,11122.88184,10805.08496,11122.88184,11122.88184,734748
5/19/2020,11158.19238,11617.23145,11158.19238,11475.98828,11475.98828,11610421
5/20/2020,11440.67773,11723.16406,11334.74609,11511.2998,11511.2998,4100339
5/21/2020,11581.9209,12288.13574,11511.2998,12288.13574,12288.13574,5123725
5/22/2020,11793.78516,12358.75684,11687.85352,11935.02832,11935.02832,908647
5/25/2020,11793.78516,12111.58203,11652.54199,11935.02832,11935.02832,6238672
5/26/2020,11864.40723,12076.27148,11864.40723,11935.02832,11935.02832,541450
5/27/2020,12005.64941,12429.37891,12005.64941,12146.89258,12146.89258,6189959
5/28/2020,12146.89258,12429.37891,11935.02832,11935.02832,11935.02832,4109486
5/29/2020,12005.64941,12429.37891,12005.64941,12217.51367,12217.51367,513229
6/1/2020,12323.44629,12782.48633,12076.27148,12323.44629,12323.44629,325056
6/2/2020,12323.44629,12711.86426,12323.44629,12429.37891,12429.37891,19168307
6/3/2020,12500,12817.79688,12429.37891,12464.68945,12464.68945,4456775
6/4/2020,12429.37891,12676.55371,12429.37891,12464.68945,12464.68945,8110398
6/5/2020,12570.62109,12711.86426,12464.68945,12500,12500,9283267
6/8/2020,12641.24316,12853.10742,12500,12535.31055,12535.31055,8253864
6/9/2020,12535.31055,12923.72852,12535.31055,12782.48633,12782.48633,4760096
6/10/2020,12817.79688,12817.79688,12570.62109,12782.48633,12782.48633,316979
6/11/2020,12782.48633,12817.79688,12605.93262,12711.86426,12711.86426,262880
6/12/2020,12394.06738,12853.10742,12394.06738,12641.24316,12641.24316,6800566
6/15/2020,12641.24316,12994.35059,12570.62109,12853.10742,12853.10742,7350456
6/16/2020,12641.24316,12817.79688,12605.93262,12641.24316,12641.24316,922042
6/17/2020,12853.10742,12853.10742,12500,12782.48633,12782.48633,1957081
6/18/2020,12782.48633,12782.48633,12570.62109,12782.48633,12782.48633,382150
6/19/2020,12641.24316,12888.41797,12641.24316,12888.41797,12888.41797,26848379
6/22/2020,12711.86426,12888.41797,12570.62109,12853.10742,12853.10742,148920
6/23/2020,12888.41797,12888.41797,12676.55371,12711.86426,12711.86426,50735
6/24/2020,12853.10742,12853.10742,12641.24316,12711.86426,12711.86426,28362
6/25/2020,12641.24316,12888.41797,12394.06738,12535.31055,12535.31055,2450713
6/26/2020,12535.31055,12605.93262,12358.75684,12535.31055,12535.31055,21150707
6/29/2020,12429.37891,12711.86426,12182.20313,12711.86426,12711.86426,39218796
6/30/2020,12394.06738,12747.1748,12182.20313,12570.62109,12570.62109,18528770
7/1/2020,12429.37891,12570.62109,12358.75684,12535.31055,12535.31055,16396515
7/2/2020,12535.31055,12535.31055,12146.89258,12500,12500,14759959
7/3/2020,12358.75684,12605.93262,12111.58203,12605.93262,12605.93262,18036130
7/6/2020,12605.93262,12605.93262,12146.89258,12570.62109,12570.62109,132877
7/7/2020,12570.62109,12570.62109,12288.13574,12570.62109,12570.62109,97519
7/8/2020,12500,12500,12323.44629,12464.68945,12464.68945,14966964
7/9/2020,12358.75684,12605.93262,12217.51367,12464.68945,12464.68945,41767072
7/10/2020,12358.75684,12464.68945,12217.51367,12429.37891,12429.37891,1733892
7/13/2020,12429.37891,12500,11935.02832,12288.13574,12288.13574,11999535
7/14/2020,12217.51367,12323.44629,11864.40723,12005.64941,12005.64941,21447543
7/15/2020,12005.64941,12217.51367,11970.33887,12217.51367,12217.51367,1139540
7/16/2020,12217.51367,12429.37891,12005.64941,12429.37891,12429.37891,316660
